2,1,○,,7/24テーパは、モールステーパよりもテーパ比が大きい。,,,,
2,2,×,,万能フライス盤では、すぐばかさ歯車の歯切りができない。,,,,
2,3,○,,日本産業規格(JTS)によれば、ベッド形フライス盤の大きさは、テーブルの大きさ、テーブルの左右移動量、主軸頭又はクイルの移動量及びテーブル上面から主軸端面までの距離で表す。,,,,
2,4,×,,万力の呼びは、口金の開き最で表す。,,,,
2,5,×,,工作機械の座標系は、X、Y、Zの3つの直進軸、及び、それぞれの軸周りのA、B、Cの三つの回転軸を持つ左手直交座標系とする。,,,,
2,6,○,,フライス盤のバックラッシ除去装置には、機械式や油圧式のものがある。,,,,
2,7,×,,任意の角度だけ傾けることのできる主軸を持った装置を、スロッティングアタッチメントという。,,,,
2,8,○,,日本産業規格(JIS)によれば、平削り盤で、クロスレール上に取り付けた工具送り台を、正面工具送り台という。,,,,
2,9,×,,バイスの固定口金の直角度が悪くても、工作物基準面と切削面との直角度や平行度に影響を及ぼさない。,,,,
2,10,○,,一般に、メタルソーの両側面は、刃先から中低のこう配が付いている。,,,,
2,11,×,,右刃左ねじれエンドミルは、側面削りをすると抜けやすい。,,,,
2,12,×,,平フライスには、普通刃、荒刃及び千鳥刃の3種類がある。,,,,
2,13,×,,切削工具において、すくい面とは、切削仕上げ面との不必要な接触を避けるために逃がした面のことを言う。,,,,
2,14,×,,創成工具とは、切れ刃の輪郭を工作物の形状の一部に移し与えて加工することを目的として作った工具を言う。,,,,
2,15,○,正面フライスの刃先角.jpg,下図に示す正面フライスの「A」部は刃先角という。,,,,
2,16,×,,外形100mmの正面フライスにおいて、切削速度を120m/minで切削するためには、主軸回転速度を180min-1にする。,,,,
2,17,×,,正面フライスによる黄銅加工では、き裂形の切りくずが生じやすい。,,,,
2,18,○,,日本産業規格(JIS)によれば、切削によって切れ刃に生じた大きな欠けを、欠損という。,,,,
2,19,○,,切削加工中に流れ形の切りくずが出ている場合には、切削抵抗の変化は少ない。,,,,
2,20,○,,強制びびり振動とは、工作機械内部の駆動装置や切削油剤供給ポンプなどの振動が原因となる、びびり振動である。,,,,
2,21,○,,正面フライスによる切削は、刃物の中心を境として上向き削りと下向き削りが合成された加工である。,,,,
2,22,○,,正面削りにおいて、フライスの中心と切れ刃の食い付き点を結んだ線と送り方向とのなす角を、エンゲージ角という。,,,,
2,23,○,,フランク摩耗が大きい場合の対策として、切削速度を下げるのも一つの方法である。,,,,
2,24,○,,平スライス削りにおける回転マークとは、フライスの偏心などによって生ずる、フライス1回転ごとのうねりのことをいう。,,,,
2,25,○,,切削加工において、加工硬化や析出硬化の著しい材料で仕上代が小さ過ぎると、仕上げ工程における工具摩耗が著しくなることがある。,,,,
4,26,ハ,,ブローチ盤に関する記述として、正しいものはどれか。,といしを用いて加工する機械である。,工作物の表面や穴の内面にエンドミルを使用して加工する機械である。,荒刃と仕上刃とを組み合わせた多数の切れ刃を、寸法順に配列した工具を使用して、工作物の表面または穴の内面を加工する機械である。,主軸と共に回転するバイトで、前もってあけられた下穴をくり広げる機械である。
4,27,ロ,,切削及び研削に関する記述のうち、誤っているものはどれか。,ドリルのシンニングは、切削抵抗を小さくするのに有効である。,ヘールバイトは、切りくずを細かく分断するのに有効である。,エンドミルのニックは、切りくずを分割するのに有効である。,研削といしのドレッシングは、といしの表面に新しい切れ刃を再生させるのに有効である。
4,28,ハ,,切削油剤に関する記述のうち、誤っているものはどれか。,構成刃先の発生を防ぐ方法の一つとして、切削油剤が使用されている。,極圧添加剤を含む切削油剤は、重切削に適している。,高速切削に使用される切削油剤は、粘度の高いものが要求される。,切削油剤に含まれる極圧添加剤は、潤滑性を助長する。
4,29,ロ,,日本産業規格（JIS）によれば、潤滑方式に関する記述として、誤っているものはどれか。,油浴潤滑は、しゅう動面の一部を永久的にまたは周期的に液体潤滑剤のバスの中に浸す潤滑方式である。,滴下潤滑は、油差しで給油口などから給油する潤滑方式である。,オイルミスト潤滑は、空気または他の気体の流れの中に潤滑剤を注入することによって作られた、ミストまたは霧状の潤滑剤をしゅう動面へ供給する潤滑方式である。,パッド潤滑は、毛細管特性をもつ湿り気のある材料のパッドを接触させ、液状潤滑剤をしゅう動面へ供給する潤滑方式である。
4,30,ニ,,油圧駆動に関する記述のうち、誤っているものはどれか。,無段階の変速が可能である。,小さな装置で大きな出力が得られる。,作動油の潤滑性により機器が耐久性に優れる。,作動油の温度によって速度が変化しない。
4,31,ロ,,次のジグに関する記述のうち、誤っているものはどれか。,工作物の剛性が不足し、不安定な場合には、補助ジャッキを用いる。,位置決めの面数は、可能な限り多くする。,工作物の基準面は、隣接した面となるべく直角である部分にする。,ジグ用ブッシュの案内長さは、一般に長いほど、加工精度は良くなる。
4,32,ハ,,ノギスの測定誤差の要因に関する理論として、誤っているものはどれか。,アッベの原理,フックの法則,テイラーの法則（定理）,ヘルツの法則（理論）
4,33,ニ,,品質管理に関する記述として、誤っているものはどれか。,管理図は、工程の異常を調べるために使用される。,特性要因図は、特定の結果（特性）と要因との関係を系統的に表した図である。,ヒストグラムは、測定値をいくつかに区分して、その区分に属する測定値の出現度数を棒状に表したグラフである。,パレート図は、主に工程の調整に使用され、製造工程が安定しているかどうかを示すグラフである。
4,34,ニ,,ピッチ2.5mm、条数2のねじのリードはどれか。,1.25mm,2.5mm,4.5mm,5.0mm
4,35,ハ,,文中の（　）内に当てはまる語句として、適切なものはどれか。数値制御工作機械の送りねじとして使用される伝達効率の高いねじは、一般に（　）である。,三角ねじ,台形ねじ,ボールねじ,のこ歯ねじ
4,36,イ,,次の円筒歯車の用語に関する記述のうち、誤っているものはどれか。,モジュールとは、歯数を基準円直径で除した値をいう。,中心距離とは、歯車対の軸間の最短距離をいう。,歯末のたけとは、歯先円と基準円との半径方向の距離をいう。,正面歯厚とは、一つの歯の両側の正面歯形の間にある基準円の弧の長さをいう。
4,37,ロ,,けがき作業用工具の使用方法として、誤っているものはどれか。,ビームコンパスは、大きな円または円弧を描くときに使用される。,片パスでは、丸棒の端面の中心を求めることができない。,丸棒の端面に中心を求める時には、心出し定規を使用するとよい。,片パスは、面に対する平行線をけがく時にも使用される。
4,38,ロ,,次のうち、はつり作業において、棒および板の切断に最も適しているものはどれか。,溝たがね（丸たがね）,平たがね,えぼしたがね,大丸たがね
